ID,연도,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
248,2021,1,5,3,2,9,3,7,3,2,1,4,3,Y,4,12,4,0,20000,2,10000,0,1,서울특별시,0,Y,N,N,N,N,1,3,4,5,5,9,5,4,5,4,5,5,5,4,5,5,5,매우만족
249,2021,1,5,4,2,9,1,3,1,1,1,7,4,Y,1,4,1,0,39250,1,39250,0,9,경기도,0,Y,Y,N,Y,N,1,8,5,4,5,4,4,9,4,4,5,4,4,5,4,4,4,만족
250,2021,1,4,4,2,9,1,3,1,1,1,4,3,N,1,4,1,0,38666,1,38666,0,9,경기도,0,Y,Y,N,N,N,1,4,1,4,9,5,3,9,5,5,4,5,5,5,4,4,3,만족
251,2021,1,3,4,2,9,1,3,1,1,1,5,4,Y,4,6,2,0,30000,1,30000,0,4,인천광역시,0,Y,Y,Y,N,N,1,11,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,만족
252,2021,1,3,4,2,9,1,3,1,1,1,5,3,Y,2,5,1,0,25000,1,25000,0,9,경기도,0,Y,N,N,N,N,1,15,0,9,9,4,4,9,9,9,9,9,4,4,4,4,2,만족
253,2021,1,5,4,2,9,1,7,1,1,1,6,3,Y,4,9,3,1,196000,1,196000,0,15,경상북도,2,Y,Y,N,N,Y,1,2,15,5,4,4,4,4,4,3,4,9,4,4,4,4,4,만족
254,2021,1,4,3,2,9,2,4,2,1,1,4,2,N,1,7,2,0,100002,3,33334,0,12,충청남도,0,Y,Y,N,Y,N,1,5,2,5,4,2,5,9,4,4,4,9,2,4,4,3,4,만족
255,2021,1,5,3,2,9,1,3,1,1,1,4,2,N,2,7,2,0,100002,3,33334,0,9,경기도,0,Y,N,N,N,N,1,1,2,5,9,5,9,9,5,4,5,5,4,4,4,4,4,만족
256,2021,1,3,4,1,9,1,4,1,1,1,4,3,Y,1,4,1,0,50000,1,50000,0,12,충청남도,0,N,Y,N,Y,N,1,5,3,4,3,3,4,3,3,3,4,9,3,4,3,3,4,만족
257,2021,2,2,4,1,9,1,4,1,1,1,2,3,N,1,3,1,0,149004,3,49668,0,9,경기도,0,Y,N,N,N,N,6,2,1,5,4,5,5,4,5,5,5,4,5,5,4,4,4,만족
258,2021,1,4,4,2,9,1,3,1,1,1,4,3,N,2,3,1,0,183332,4,45833,0,12,충청남도,0,Y,Y,N,N,N,1,2,12,5,4,5,5,5,4,5,5,9,4,5,4,4,4,만족
259,2021,2,2,4,1,9,1,4,1,1,1,3,3,Y,4,4,1,1,98846,1,98846,0,9,경기도,0,Y,N,Y,Y,Y,1,6,2,4,3,5,5,9,4,4,3,4,4,4,4,3,4,만족
260,2021,1,4,4,2,9,1,3,1,1,1,5,3,N,1,4,1,3,360000,1,360000,1,17,제주특별자치도,3,Y,Y,Y,Y,N,3,6,1,5,5,4,4,3,4,4,4,4,3,3,4,4,4,만족
261,2021,2,5,3,2,9,2,4,2,1,1,3,4,Y,4,4,1,0,67000,1,67000,0,1,서울특별시,0,N,Y,N,N,Y,1,15,0,9,9,5,4,4,4,4,9,9,4,4,4,4,4,만족
262,2021,1,3,4,1,9,1,7,1,1,1,4,3,N,1,5,1,1,75000,1,75000,0,10,강원도,6,Y,N,N,N,N,1,3,4,5,9,3,4,9,4,3,3,4,3,4,4,4,4,만족
263,2021,1,4,4,2,9,1,5,1,1,1,3,2,N,2,5,1,2,75000,1,75000,1,12,충청남도,12,Y,Y,N,Y,N,1,5,6,4,5,4,5,9,4,4,4,9,4,4,4,4,5,매우만족
264,2021,2,2,4,1,9,1,3,1,1,1,2,3,N,1,6,2,1,212000,1,212000,0,1,서울특별시,0,Y,Y,N,Y,N,1,8,2,3,3,3,5,4,4,4,4,9,3,4,4,4,4,만족
265,2021,1,2,4,1,9,1,3,1,1,1,3,4,N,5,9,3,0,30000,1,30000,0,1,서울특별시,0,N,Y,N,Y,N,5,2,14,9,9,4,4,5,4,4,4,4,4,4,4,4,4,만족
266,2021,1,5,4,2,9,1,3,1,1,1,4,3,N,5,12,4,0,100000,2,50000,0,6,대전광역시,0,N,Y,N,Y,N,1,5,1,4,9,2,5,9,4,4,4,9,4,3,4,4,5,매우만족
267,2021,2,4,4,2,9,1,3,1,1,1,3,3,N,5,9,3,0,50000,1,50000,0,1,서울특별시,0,Y,N,N,N,N,1,5,15,5,4,5,4,4,5,5,4,5,4,5,4,4,4,만족
268,2021,1,6,3,2,9,3,7,3,2,1,6,4,N,5,9,3,0,30000,1,30000,0,12,충청남도,0,Y,N,Y,N,N,1,1,5,5,4,4,9,9,4,4,4,4,4,4,5,5,4,매우만족
269,2021,2,2,4,1,9,1,3,1,1,1,2,4,N,5,9,3,0,30000,1,30000,0,6,대전광역시,0,Y,N,N,N,N,3,2,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,만족
270,2021,1,4,4,2,9,1,7,1,2,1,4,3,N,1,10,3,0,150000,4,37500,0,9,경기도,0,Y,Y,Y,N,N,1,2,1,5,4,3,5,9,4,4,3,4,3,4,4,4,4,만족
271,2021,1,2,3,1,9,1,4,1,1,1,3,4,N,1,11,3,0,200000,4,50000,0,9,경기도,0,Y,Y,N,N,N,1,1,2,5,4,5,4,4,5,4,4,4,5,4,4,4,4,만족
272,2021,1,3,4,1,9,1,3,1,1,1,4,3,N,5,12,4,0,50000,1,50000,0,1,서울특별시,0,Y,N,N,N,N,1,6,1,5,5,4,4,5,5,5,4,5,5,4,4,4,4,만족
273,2021,1,5,2,1,9,1,4,1,2,2,2,1,Y,4,3,1,0,300000,3,100000,0,2,부산광역시,0,N,N,N,N,Y,11,15,0,4,9,4,4,9,9,4,9,9,9,9,3,4,3,만족
274,2021,1,5,3,2,9,1,7,1,1,1,4,2,N,5,10,3,0,30000,4,7500,0,12,충청남도,0,N,N,Y,N,N,1,5,0,4,9,3,3,9,3,3,3,9,9,3,4,4,4,만족
275,2021,2,3,4,2,9,1,3,1,1,1,4,4,Y,1,2,4,0,156000,2,78000,0,1,서울특별시,0,N,Y,N,N,N,1,4,7,3,4,4,3,5,4,3,4,9,4,4,4,4,4,만족
276,2021,1,4,4,2,9,1,3,1,1,1,3,3,N,5,3,1,0,50000,2,25000,0,10,강원도,0,Y,Y,N,N,N,1,1,4,5,9,4,5,9,4,4,4,9,4,4,5,4,4,매우만족
277,2021,1,3,4,4,9,1,3,1,1,1,4,3,Y,3,2,4,2,60000,2,30000,0,6,대전광역시,12,Y,Y,N,N,N,1,12,1,5,9,4,5,9,4,4,4,9,5,4,4,4,5,매우만족
278,2021,1,3,4,2,9,1,3,1,1,1,4,3,Y,4,9,3,1,430002,3,143334,0,2,부산광역시,1,Y,Y,N,N,N,2,14,1,5,9,4,5,9,3,4,3,9,4,4,3,4,4,만족
279,2021,1,5,3,2,9,2,8,2,2,1,5,3,N,1,4,1,0,50000,1,50000,0,4,인천광역시,0,Y,N,N,N,N,1,2,4,4,4,5,4,5,4,3,4,9,4,4,4,4,4,만족
280,2021,2,2,4,1,9,1,3,1,1,1,4,3,N,1,10,3,0,150000,4,37500,0,9,경기도,0,Y,N,Y,N,N,1,15,2,5,5,4,5,9,4,4,5,9,5,5,4,4,4,만족
281,2021,1,4,4,2,9,1,3,1,1,1,4,4,Y,4,11,3,2,990000,2,495000,0,2,부산광역시,1,Y,N,N,N,Y,2,1,0,5,9,4,4,9,4,4,5,9,4,4,5,4,4,매우만족
282,2021,1,4,4,2,9,1,3,1,1,1,4,2,N,5,12,4,0,50000,2,25000,0,8,세종특별자치시,0,Y,N,N,N,N,1,4,2,4,9,9,4,9,4,4,5,9,4,4,4,4,4,만족
283,2021,1,4,4,2,9,1,3,1,1,1,5,4,Y,4,6,2,3,495000,1,495000,0,6,대전광역시,7,Y,N,N,N,Y,6,13,2,5,9,4,4,9,5,5,4,9,4,4,4,4,5,매우만족
284,2021,1,4,4,2,9,1,3,1,1,1,4,4,Y,4,11,3,2,698000,1,698000,0,17,제주특별자치도,1,Y,Y,N,N,N,3,2,5,5,4,4,4,9,4,4,5,9,4,4,4,4,4,만족
285,2021,1,5,4,2,9,1,3,1,2,1,4,3,Y,4,5,1,1,150000,1,150000,0,10,강원도,2,Y,Y,N,N,N,1,13,8,4,5,9,5,4,5,9,5,5,4,5,5,4,4,매우만족
286,2021,1,4,3,1,9,1,3,1,2,1,5,3,Y,4,7,2,1,90000,2,45000,0,6,대전광역시,2,Y,Y,N,N,N,1,8,2,4,3,4,4,4,4,3,4,4,3,4,4,4,3,만족
287,2021,1,3,4,1,9,1,3,1,1,1,3,4,Y,4,12,4,0,50000,1,50000,0,9,경기도,0,Y,Y,N,N,Y,1,3,4,5,4,5,5,4,5,4,4,4,5,4,5,5,4,매우만족
288,2021,2,2,4,1,9,1,5,1,2,1,1,4,Y,4,10,3,0,50000,2,25000,0,1,서울특별시,0,Y,N,N,N,Y,6,3,4,5,9,5,5,4,5,5,4,4,5,4,5,5,4,매우만족
289,2021,1,4,3,4,9,1,7,1,2,2,3,2,Y,4,1,4,0,97000,2,48500,0,9,경기도,0,Y,Y,N,N,N,1,1,8,5,9,5,4,9,4,4,4,9,3,4,5,4,4,매우만족
290,2021,1,4,4,2,9,1,2,1,1,1,5,3,N,1,2,4,1,300000,3,100000,0,10,강원도,3,Y,N,N,N,N,1,15,4,4,9,5,4,9,9,4,4,9,3,5,4,4,3,만족
291,2021,1,3,4,2,9,1,3,1,1,1,4,3,Y,4,5,1,0,209000,1,209000,0,12,충청남도,0,Y,N,N,N,N,1,1,2,5,4,5,4,5,5,5,5,4,4,4,4,4,4,만족
292,2021,1,4,4,1,9,1,7,1,1,1,4,3,Y,4,6,2,1,84000,1,84000,0,11,충청북도,3,Y,Y,N,N,Y,1,15,0,4,9,4,3,9,9,4,3,9,3,4,4,2,3,보통
293,2021,1,3,4,1,9,1,2,1,1,1,5,3,Y,4,7,2,0,49500,1,49500,0,12,충청남도,0,Y,Y,N,N,N,1,15,0,5,9,5,5,9,9,9,4,9,3,4,5,5,5,매우만족
294,2021,1,3,4,1,9,1,3,1,1,1,4,3,N,1,10,3,0,100000,2,50000,0,9,경기도,0,Y,Y,N,N,N,1,4,1,4,9,4,4,9,9,3,4,9,3,3,4,4,4,만족
295,2021,1,4,3,2,9,1,3,1,1,1,4,4,N,5,12,4,4,300000,1,300000,0,15,경상북도,2,N,Y,Y,N,N,1,4,12,4,9,4,4,9,9,5,4,5,3,3,5,4,4,매우만족
296,2021,1,4,4,2,9,1,3,1,1,1,5,3,Y,4,4,1,0,95000,1,95000,0,9,경기도,0,N,Y,N,N,Y,1,9,2,9,9,5,4,9,9,4,9,9,4,4,4,4,4,만족
297,2021,1,3,4,1,9,1,3,1,2,2,4,3,Y,4,5,1,0,30000,1,30000,0,9,경기도,0,N,N,N,N,N,5,9,0,3,3,3,4,9,4,4,4,9,4,4,3,3,3,보통
298,2021,2,3,4,2,9,1,3,1,1,1,3,3,Y,4,6,2,0,21666,1,21666,0,9,경기도,0,Y,N,N,N,N,1,4,0,4,4,4,4,9,4,4,4,4,9,4,4,4,4,만족
299,2021,1,4,4,2,9,1,3,1,1,1,6,3,Y,4,4,1,0,20000,1,20000,0,4,인천광역시,0,N,N,N,N,N,1,4,0,4,4,5,5,4,4,9,9,9,9,5,4,3,3,만족
300,2021,1,4,4,2,9,1,3,1,2,1,4,3,N,5,3,1,0,50000,2,25000,0,4,인천광역시,0,Y,N,N,N,N,1,4,13,5,5,4,4,4,3,4,4,9,4,3,4,3,3,만족
301,2021,1,6,3,2,9,3,8,3,2,1,3,3,Y,4,4,1,0,57500,1,57500,0,12,충청남도,0,N,N,N,N,Y,1,15,0,9,9,5,4,5,9,5,4,9,5,5,4,4,4,만족
302,2021,1,3,4,2,9,1,3,1,1,1,3,2,Y,4,6,2,0,30500,1,30500,0,1,서울특별시,0,N,N,N,N,Y,1,15,0,9,9,4,4,9,9,4,5,9,4,3,4,3,3,만족
303,2021,1,4,3,1,9,1,4,1,1,1,3,2,N,5,5,1,0,30000,1,30000,0,4,인천광역시,0,Y,Y,N,N,N,1,11,3,4,4,5,4,5,5,5,4,4,5,4,4,4,4,만족
304,2021,1,3,4,2,9,1,3,1,1,1,4,2,Y,4,7,2,0,195000,1,195000,0,14,전라남도,0,N,N,N,N,N,1,11,0,4,9,4,4,9,9,9,9,9,3,9,4,4,4,만족
305,2021,2,2,4,1,9,1,3,1,1,1,3,3,Y,4,11,3,1,590001,3,196667,0,3,대구광역시,0,Y,Y,N,Y,N,2,14,3,5,5,4,5,5,4,5,5,9,4,4,4,4,4,만족
306,2021,2,4,3,2,9,3,5,3,2,1,3,3,Y,4,4,1,1,102666,1,102666,0,11,충청북도,12,Y,N,N,N,N,1,5,15,4,9,5,4,9,5,4,5,9,4,5,4,4,4,만족
307,2021,1,3,4,1,9,1,7,1,1,1,5,3,Y,4,5,1,0,50000,1,50000,0,9,경기도,0,N,N,N,N,N,1,13,0,2,3,3,3,9,9,9,4,3,4,3,3,4,2,보통
308,2021,2,5,3,2,9,1,4,1,2,1,3,4,Y,4,8,2,0,197001,3,65667,0,12,충청남도,0,N,N,N,N,N,1,5,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,만족
309,2021,2,3,4,2,9,1,3,1,1,1,3,3,Y,4,9,3,0,150000,3,50000,0,10,강원도,0,Y,Y,N,N,N,1,2,4,4,9,4,4,5,4,4,3,4,4,5,4,4,3,만족
310,2021,2,5,4,2,9,3,5,3,2,1,4,4,Y,4,2,4,2,175000,4,43750,0,16,경상남도,12,Y,N,N,N,N,1,11,4,5,9,4,5,5,9,3,4,4,4,5,4,3,3,만족
311,2021,1,5,3,2,9,3,5,3,1,1,5,3,Y,4,12,4,1,265000,1,265000,0,14,전라남도,2,Y,Y,N,Y,N,1,15,0,4,4,3,4,4,3,4,4,4,4,4,4,4,4,만족
312,2021,1,4,4,2,9,1,5,1,1,1,5,4,Y,4,3,1,0,105000,1,105000,0,10,강원도,0,Y,Y,N,N,N,1,8,5,5,5,4,4,3,4,5,5,5,4,4,4,4,4,만족
313,2021,1,2,4,1,9,1,3,1,1,2,3,2,Y,4,3,1,2,209000,1,209000,0,15,경상북도,1,Y,N,N,Y,Y,2,13,2,5,4,4,4,3,4,5,4,4,3,4,4,4,4,만족
314,2021,1,5,4,2,9,1,7,1,1,1,5,4,Y,4,3,1,1,343500,1,343500,0,2,부산광역시,2,Y,Y,N,N,N,2,5,11,4,4,4,4,3,4,4,4,4,3,4,5,4,4,매우만족
315,2021,1,4,4,2,9,1,7,1,1,1,5,3,Y,4,6,2,1,319000,1,319000,0,15,경상북도,1,Y,N,N,Y,Y,1,5,15,4,5,4,3,4,4,5,4,4,4,3,4,4,4,만족
316,2021,1,4,4,2,9,1,3,1,1,1,4,3,Y,4,4,1,1,250000,1,250000,0,6,대전광역시,7,Y,Y,N,N,Y,1,13,5,5,4,3,5,4,4,5,4,3,4,4,4,3,4,만족
317,2021,1,7,4,2,9,2,2,2,1,1,6,3,Y,4,9,3,1,500000,2,250000,0,11,충청북도,1,Y,Y,N,N,N,1,15,1,5,4,4,5,4,9,4,5,9,3,4,5,4,4,매우만족
318,2021,1,4,4,2,9,1,2,1,1,1,7,4,N,5,10,3,0,35000,1,35000,0,12,충청남도,0,Y,Y,N,N,N,1,1,2,5,4,4,5,9,9,4,5,9,3,4,5,5,5,매우만족
319,2021,1,4,4,2,9,1,3,1,1,1,5,4,N,1,12,4,1,300000,1,300000,0,14,전라남도,1,Y,Y,N,N,N,1,1,5,5,4,4,5,9,9,4,3,9,3,4,4,4,4,만족
320,2021,1,3,4,1,9,1,3,1,1,1,4,3,N,1,6,2,0,99999,3,33333,0,9,경기도,0,Y,Y,N,N,N,1,2,8,4,4,3,4,4,4,3,4,9,4,4,4,4,4,만족
321,2021,2,5,3,2,9,1,5,1,2,1,3,3,Y,4,7,2,0,120000,2,60000,0,9,경기도,0,Y,Y,N,N,N,1,2,9,4,4,3,4,4,3,4,4,9,4,4,4,4,4,만족
322,2021,1,4,4,2,9,1,3,1,1,1,4,2,N,1,3,1,0,195000,3,65000,0,9,경기도,0,Y,Y,N,N,N,1,9,4,4,3,3,4,3,3,4,3,9,3,4,4,4,4,만족
323,2021,1,5,4,2,9,2,5,2,2,1,7,4,N,1,3,1,0,385002,3,128334,0,10,강원도,0,N,Y,Y,N,N,1,1,11,4,9,4,4,9,4,3,4,9,4,4,4,4,4,만족
324,2021,1,5,3,2,9,1,3,1,1,1,5,3,Y,4,5,1,0,40000,1,40000,0,9,경기도,0,N,Y,N,N,Y,9,4,9,4,5,4,4,9,4,9,4,9,3,4,4,4,4,만족
325,2021,1,4,4,2,9,1,3,1,1,1,5,4,Y,4,11,3,0,120000,3,40000,0,9,경기도,0,Y,Y,N,N,N,1,2,8,4,4,3,4,4,4,3,4,9,4,3,4,4,4,만족
326,2021,1,2,4,1,9,1,3,1,1,1,3,4,N,1,10,3,1,1000000,2,500000,0,10,강원도,1,Y,Y,Y,N,N,1,1,14,4,4,4,4,9,4,4,4,9,3,3,4,4,4,만족
327,2021,1,2,4,2,9,3,5,3,2,1,6,3,Y,4,2,4,0,30000,1,30000,0,10,강원도,0,N,Y,N,N,N,1,5,0,4,3,3,4,9,9,4,4,9,4,3,3,4,4,만족
328,2021,1,4,3,1,10,1,7,1,1,1,4,3,Y,4,4,1,9,388889,1,388889,0,10,강원도,2,N,N,N,N,Y,1,15,0,9,9,3,4,9,9,3,3,9,2,3,2,2,2,불만족
329,2021,2,5,4,2,10,1,5,1,1,1,5,4,Y,4,1,4,1,500001,3,166667,0,10,강원도,3,Y,Y,N,N,N,1,3,8,4,9,4,4,9,9,9,9,9,9,9,4,4,4,만족
330,2021,2,5,4,1,10,1,2,1,2,1,1,1,Y,4,4,1,0,245000,1,245000,0,1,서울특별시,0,N,Y,N,N,N,2,7,0,3,3,4,4,4,3,4,3,9,3,3,4,4,4,만족
331,2021,1,2,4,1,10,1,2,1,1,2,2,2,N,5,12,4,0,80000,2,40000,0,10,강원도,0,Y,Y,N,N,N,8,2,0,5,9,4,4,9,3,3,3,9,3,3,5,5,4,매우만족
332,2021,1,4,4,2,10,1,4,1,2,1,4,2,Y,4,8,2,0,120000,1,120000,0,1,서울특별시,0,N,N,N,N,N,1,15,0,9,9,3,4,9,9,4,9,9,9,9,4,4,3,만족
333,2021,2,4,4,2,10,1,3,1,1,1,1,5,N,1,3,1,1,329000,2,164500,1,10,강원도,0,Y,Y,N,Y,N,1,2,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,매우만족
334,2021,2,3,4,4,10,3,4,3,2,1,4,3,Y,4,9,3,1,160000,1,160000,0,7,울산광역시,12,Y,N,N,Y,N,1,1,11,5,5,4,4,9,9,4,4,4,4,4,4,4,4,만족
335,2021,1,3,4,2,10,1,4,1,1,1,4,2,N,1,6,2,1,125833,1,125833,0,10,강원도,6,Y,N,N,N,N,1,4,14,5,9,5,9,9,9,3,3,9,4,4,4,4,4,만족
336,2021,1,6,4,2,10,3,5,3,2,1,5,3,Y,4,8,2,0,99999,3,33333,0,9,경기도,0,N,Y,N,N,N,1,8,15,5,9,4,4,9,9,9,9,9,4,4,4,4,4,만족
337,2021,1,6,3,2,10,3,5,3,2,1,4,3,Y,4,1,4,0,100000,1,100000,0,10,강원도,0,Y,Y,N,N,N,1,7,0,4,9,4,4,4,9,4,9,9,4,4,3,3,3,보통
338,2021,1,3,4,2,10,1,5,1,1,1,4,2,Y,4,6,2,0,40000,1,40000,0,10,강원도,0,Y,N,N,N,Y,1,13,0,5,9,5,4,9,9,5,9,9,4,4,3,4,3,만족
339,2021,1,4,4,2,10,1,4,1,1,1,3,2,Y,4,4,1,0,80000,1,80000,0,10,강원도,0,Y,N,N,N,N,1,1,0,5,5,5,5,9,9,5,5,9,5,5,3,4,4,만족
340,2021,1,2,4,1,10,1,9,1,2,1,3,2,Y,4,6,2,0,30000,1,30000,0,10,강원도,0,Y,N,N,N,N,1,15,0,5,9,5,5,9,9,5,9,9,5,5,3,4,4,만족
341,2021,1,5,3,2,10,1,5,1,1,1,3,2,Y,4,6,2,0,70000,1,70000,0,10,강원도,0,Y,N,N,N,N,1,15,0,5,9,5,5,9,9,5,9,9,5,5,3,4,3,만족
342,2021,1,6,3,2,10,3,5,3,2,1,3,2,Y,4,11,3,0,30000,1,30000,0,10,강원도,0,Y,N,N,N,Y,1,13,0,4,9,4,4,9,9,4,9,9,9,4,3,4,3,만족
343,2021,2,3,4,2,10,1,4,1,1,1,4,4,Y,4,1,4,0,60000,1,60000,0,10,강원도,0,N,Y,N,N,Y,1,1,4,9,9,4,4,9,9,9,9,9,9,4,3,2,3,보통
344,2021,1,6,3,2,10,1,9,1,1,1,2,2,Y,4,6,2,1,90000,1,90000,0,1,서울특별시,12,N,N,N,N,Y,6,15,0,4,9,4,4,9,9,9,9,9,9,9,4,4,4,만족
345,2021,1,2,4,1,10,1,4,1,2,2,3,2,Y,4,2,4,0,35000,1,35000,0,10,강원도,0,Y,N,N,N,Y,10,5,15,4,4,4,4,9,4,4,4,9,3,3,3,3,3,보통
346,2021,2,5,2,2,10,3,6,3,2,1,3,3,Y,4,5,1,0,49000,1,49000,0,10,강원도,0,Y,N,N,N,N,1,13,5,4,3,4,4,9,3,4,3,9,3,3,3,3,3,보통
347,2021,1,7,1,2,10,3,4,3,2,2,2,1,Y,4,9,3,0,92500,1,92500,0,10,강원도,0,N,N,N,N,Y,1,4,9,9,9,3,3,9,9,9,9,9,9,9,2,3,3,보통
348,2021,1,5,3,2,10,1,4,1,2,1,4,3,N,2,4,1,0,47500,1,47500,1,9,경기도,0,Y,N,N,N,N,1,5,14,5,5,4,4,9,4,4,4,9,3,3,4,4,3,만족
349,2021,1,6,3,4,10,3,6,3,2,1,3,2,Y,4,10,3,0,200000,1,200000,0,11,충청북도,0,N,Y,N,N,N,1,7,8,3,9,4,4,4,3,4,4,9,3,4,4,4,4,만족
350,2021,2,6,1,2,10,4,6,4,2,1,2,3,Y,4,3,1,0,102000,1,102000,0,11,충청북도,0,Y,Y,N,N,N,6,5,7,5,4,4,4,4,4,4,3,9,3,4,3,4,3,만족
351,2021,1,6,2,2,10,3,5,3,2,1,2,3,Y,4,1,4,0,233000,1,233000,0,10,강원도,0,Y,Y,N,N,N,1,5,1,4,4,4,4,4,4,4,4,9,4,4,3,3,3,보통
352,2021,2,5,2,2,10,4,6,4,2,1,1,2,Y,4,9,3,0,101000,2,50500,0,10,강원도,0,N,Y,N,N,Y,1,4,3,9,9,4,4,9,9,9,5,9,9,9,3,3,3,보통
353,2021,1,4,3,4,10,1,8,1,1,1,3,2,Y,4,9,3,0,60000,1,60000,0,9,경기도,0,N,Y,N,N,Y,1,1,8,9,9,3,3,9,9,9,9,9,9,9,3,3,3,보통
354,2021,1,6,3,2,10,3,8,3,2,1,4,3,Y,4,2,4,0,200000,2,100000,0,10,강원도,0,Y,Y,N,N,N,1,5,7,5,4,3,4,4,4,4,3,9,3,3,4,3,3,만족
355,2021,1,7,2,2,10,3,4,3,2,1,3,2,N,2,12,4,1,182000,2,91000,0,10,강원도,12,Y,Y,Y,N,N,1,14,9,5,9,5,5,9,9,5,5,9,4,4,4,4,4,만족
356,2021,1,5,4,2,10,3,5,3,1,1,4,4,Y,4,3,1,0,465000,2,232500,0,10,강원도,0,Y,Y,N,N,Y,1,7,8,4,9,4,4,4,9,9,9,9,9,9,4,4,4,만족
357,2021,1,6,3,2,10,3,4,3,2,1,4,4,Y,4,3,1,0,380000,4,95000,0,11,충청북도,0,Y,Y,N,N,Y,1,8,4,4,9,4,3,9,9,4,9,5,4,4,4,3,4,만족
358,2021,1,2,3,1,10,1,4,1,1,1,3,3,Y,4,5,1,0,50000,1,50000,0,10,강원도,0,N,Y,Y,N,N,1,7,15,3,9,4,9,4,9,4,4,9,4,4,4,4,4,만족
359,2021,2,4,4,4,10,3,4,3,2,1,3,2,Y,4,9,3,0,300003,3,100001,0,10,강원도,0,N,Y,N,N,N,1,8,7,4,9,4,4,4,4,4,9,9,9,9,4,4,4,만족
360,2021,1,6,3,2,10,3,4,3,2,1,3,2,Y,4,12,4,0,300000,2,150000,0,7,울산광역시,0,N,Y,N,N,Y,1,3,9,4,9,3,4,9,4,4,4,9,3,2,4,3,3,만족
361,2021,1,5,4,2,10,3,5,3,2,1,7,5,Y,4,2,4,1,345000,1,345000,0,10,강원도,1,Y,Y,N,N,N,1,15,0,4,9,4,2,2,2,2,3,9,2,2,4,3,1,보통
362,2021,2,4,4,2,10,1,4,1,1,1,3,4,N,5,4,1,0,20000,1,20000,0,10,강원도,0,Y,Y,N,N,N,1,8,0,2,9,4,5,9,9,9,3,9,3,3,4,4,4,만족
363,2021,1,4,4,2,11,1,3,1,1,1,3,2,Y,4,3,1,0,206000,2,103000,0,1,서울특별시,0,N,Y,N,N,Y,1,5,3,2,2,1,4,4,4,3,3,4,4,2,4,3,3,만족
364,2021,1,3,4,2,11,1,10,1,1,1,3,2,Y,4,3,1,0,232000,4,58000,0,11,충청북도,0,N,Y,N,Y,Y,1,3,12,4,3,5,5,9,4,4,4,4,4,4,4,4,4,만족
365,2021,1,5,4,2,11,1,8,1,1,1,5,3,Y,4,11,3,0,60000,1,60000,0,11,충청북도,0,Y,Y,N,N,Y,1,4,8,4,3,4,4,4,3,4,4,3,4,4,3,2,2,불만족
366,2021,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,11,3,0,70000,1,70000,0,9,경기도,0,N,Y,N,N,N,1,5,2,3,9,4,4,3,3,4,4,3,2,4,3,4,3,만족
367,2021,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,12,4,0,50000,1,50000,0,11,충청북도,0,N,N,N,N,Y,1,15,0,3,3,5,4,9,4,5,4,4,5,4,4,3,3,만족
368,2021,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,3,1,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,N,Y,1,2,13,4,9,4,5,3,4,4,5,5,3,4,4,4,4,만족
369,2021,1,3,4,1,11,3,6,3,2,1,2,3,Y,4,6,2,0,75000,1,75000,0,11,충청북도,0,Y,Y,N,Y,Y,1,9,5,3,3,4,4,3,9,3,4,9,4,4,3,3,3,보통
370,2021,1,6,2,4,11,3,8,3,1,1,3,2,Y,4,6,2,0,30000,1,30000,0,11,충청북도,0,N,Y,N,N,Y,1,4,3,3,4,3,3,4,4,3,3,9,3,4,3,3,4,만족
371,2021,1,5,3,4,11,3,8,3,2,1,4,4,Y,4,6,2,0,40000,1,40000,0,10,강원도,0,N,Y,N,N,N,1,15,0,4,3,4,2,9,9,3,4,9,3,3,3,3,4,만족
372,2021,1,3,4,1,11,1,3,1,1,1,4,3,Y,4,10,3,1,250000,2,125000,0,12,충청남도,2,Y,N,N,N,N,1,3,14,4,4,5,5,4,5,4,4,5,4,5,4,4,4,만족
373,2021,1,3,4,2,11,1,3,1,1,1,3,2,N,3,2,4,1,100000,2,50000,0,11,충청북도,12,Y,Y,N,N,N,1,2,3,4,5,4,4,5,4,3,4,5,4,5,4,4,4,만족
